Product	EMA	FDA	EN	Other	WHO	Year	Generic	DrugBank ID	ATC	ChEMBL	Indications	Targets	Last Update	
Edotreotide	Y	N	N		N	2019	N	<a href="https://go.drugbank.com/drugs/DB15494">DB15494</a>	V09IX09	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL408350">CHEMBL408350</a>	Neuroendocrine Tumors		2022-06-22	
Eflornithine	N	Y	N		N	2023	N	<a href="https://go.drugbank.com/drugs/DB06243">DB06243</a>	L01XX79	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL830">CHEMBL830</a>	High Risk Neuroblastoma	TGM2; NR5A1; SMOX; XIAP; EHMT2; JUN; MTAP; PRL; KCNA1; ATF2; PLA2G2A; ODC1; ARG2; APC	2024-02-07	
Elacestrant	Y	Y	N		N	2023	N	<a href="https://go.drugbank.com/drugs/DB06374">DB06374</a>	L02BA04	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL4297509">CHEMBL4297509</a>	Advanced Breast Cancer, Metastatic Breast Cancer	ESR1	2024-02-07	
Elotuzumab	Y	Y	N		N	2015	N	<a href="https://go.drugbank.com/drugs/DB06317">DB06317</a>	L01FX08	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1743010">CHEMBL1743010</a>	Refractory Multiple Myeloma	SLAMF7	2024-02-07	
Elranatamab	Y	Y	N		N	2023	N	<a href="https://go.drugbank.com/drugs/DB15395">DB15395</a>	L01FX32	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL4297809">CHEMBL4297809</a>	Relapsed or Refractory Multiple Myeloma	TNFRSF17; CD3E; CD3D; CD3G	2024-02-07	
Emapalumab	N	Y	N		N	2018	N	<a href="https://go.drugbank.com/drugs/DB14724">DB14724</a>	L04AA39	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL3989977">CHEMBL3989977</a>		UNC13D; STX11; IFNG; RAB27A; SH2D1A; STXBP2; XIAP; PRF1	2024-02-07	
Enasidenib	N	Y	N		N	2017	N	<a href="https://go.drugbank.com/drugs/DB13874">DB13874</a>	L01XX59	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL3989908">CHEMBL3989908</a>	Refractory Acute Myelogenous Leukemia (AML); Relapsed Acute Myelogenous Leukemia (AML)	FLT3; IDH1; IDH2	2024-02-07	
Encorafenib	Y	Y	N		N	2018	N	<a href="https://go.drugbank.com/drugs/DB11718">DB11718</a>	L01EC03	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL3301612">CHEMBL3301612</a>	Metastatic Melanoma; Unresectable Melanoma	BRAF; RAF1; PTEN; KRAS; TP53; ARAF; MAP2K1; HRAS; NRAS	2024-02-07	
Enfortumab Vedotin	Y	Y	N		N	2021	N	<a href="https://go.drugbank.com/drugs/DB13007">DB13007</a>	L01FX13	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL3301589">CHEMBL3301589</a>	Locally Advanced Urothelial Cancer, Metastatic Urothelial Cancer	NECTIN4	2024-02-07	
Entrectinib	Y	Y	N		N	2019	N	<a href="https://go.drugbank.com/drugs/DB11986">DB11986</a>	L01EX14	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1983268">CHEMBL1983268</a>	Metastatic Solid Tumors; Non-Small Cell Lung Carcinoma (NSCLC); Tumors, Solid	BTK; PLK4; FER; AURKB; NTRK1; STK3; SLK; CLK4; ROS1; ALK; PRKCG; NTRK3; LYN; NTRK2; MET; TNK2; PKN2; LCK; JAK3; CSF1R; BLK; AURKA; TBK1; FLT4; PRKAA1; MST1R; RPS6KA3; KIT; ABL1; GRK5; SYK; CLK2; CDK7; HIPK2; FRK; TAOK1; EML4; KDR; IGF1R; MAP4K5; FLT1; FGFR1; LTK; PRKCQ; FGFR3; SRC; MAP4K2; FYN; FLT3; MAP4K4; LRRK2; AXL; RET; CAMK1D; PTK2; DAPK3; JAK2	2024-02-07	
Enzalutamide	Y	Y	N		N	2012	N	<a href="https://go.drugbank.com/drugs/DB08899">DB08899</a>	L02BB04	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1082407">CHEMBL1082407</a>	Metastatic Castration Resistant Prostate Cancer	AR; PTEN; CYP17A1; PIK3CA; BRAF; CDK12; APC; TP53	2024-02-07	
Epcoritamab	Y	Y	N		N	2023	N	<a href="https://go.drugbank.com/drugs/DB16672">DB16672</a>	L01FX27	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL4650393">CHEMBL4650393</a>	Refractory Diffuse Large B Cell Lymphoma (DLBCL), Relapsed Diffuse Large B-cell Lymphoma (DLBCL)	CD3G; MS4A1; CD3D; CD3E	2024-02-07	
Epirubicin	N	Y	Y		N	1999	Y	<a href="https://go.drugbank.com/drugs/DB00445">DB00445</a>	L01DB03	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL417">CHEMBL417</a>	Breast Cancer; Breast Cancer Stage II; Breast Cancer Stage III; Colorectal Cancers; Hormone Refractory Prostate Cancer; Non-Small Cell Lung Carcinoma (NSCLC); Ovarian Cancer; Papillary transitional cell carcinoma of bladder; Recurrent Superficial Bladder Cancer; Small Cell Lung Cancer (SCLC); Soft Tissue Sarcoma (STS); Stomach Tumor; Carcinoma in situ of urinary bladder	PPP2R5D; RBX1; CYP2C8; FOXO1; PIK3R2; BIRC5; TP53AIP1; BCL2; SPIDR; CYP1B1; ABCC2; INSR; MDM4; CHD1; TUBB2A; CBR3; IRS1; GNL3; NOS1; ABCB1; PERP; EPHA6; TOP2A; SERPINE1; SLCO1B1; CCNK; ERBB2; HMMR; TP53; MISP; FOXP3	2024-02-07	
Erdafitinib	N	Y	N		N	2019	N	<a href="https://go.drugbank.com/drugs/DB12147">DB12147</a>	L01EN01	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL3545376">CHEMBL3545376</a>	Locally Advanced, Susceptible FGFR3 or FGFR2 genetic alterations, Condition has progressed during or following at least one line of prior platinum- containing chemotherapy including within 12 months of neoadjuvant or adjuvant platinum-containing chemotherapy urothelial carcinoma; Metastatic Susceptible FGFR3 or FGFR2 genetic alterations, Condition has progressed during or following at least one line of prior platinum- containing chemotherapy including within 12 months of neoadjuvant or adjuvant platinum-containing chemotherapy Metastatic Urothelial Carcinoma	FGFR2; FGFR3; CYP2C9; FGFR4; FGFR1	2024-02-07	
Eribulin	Y	Y	N		N	2010	Y	<a href="https://go.drugbank.com/drugs/DB08871">DB08871</a>	L01XX41	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1683590">CHEMBL1683590</a>	Metastatic Liposarcoma; Refractory, metastatic Breast cancer; Unresectable Liposarcoma	TUBB4A; TUBA3C; ERBB2; TUBB3; ESR1; TUBB2A; CYP3A4; TUBB1; ESR2; CDK2; TUB; TUBB8; TUBA1A; TUBB6; TUBA3E; TUBB2B; TUBA4A; TERT; TUBA1B; TUBA1C; TUBB; PGR; TUBB4B	2024-02-07	
Erlotinib	Y	Y	N		Y	2004	Y	<a href="https://go.drugbank.com/drugs/DB00530">DB00530</a>	L01EB02	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL553">CHEMBL553</a>	Locally Advanced Non-Small Cell Lung Cancer; Locally Advanced Pancreatic Cancer; Metastatic Non-Small Cell Lung Cancer; Non-Small Cell Lung Carcinoma (NSCLC); Pancreatic Cancer Metastatic	ERRFI1; FGFR3; NRG1; PKN2; FLT1; MAP3K1; FLT4; JAK2; SLK; HIPK4; MET; BIRC5; ROS1; LYN; MKNK2; ERBB2; ABL1; ABCB1; KDR; CYP1A2; LTK; PTEN; ERBB3; ERBB4; CYP2D6; APC; SYK; ALK; NF1; KRAS; FRK; IGF1R; CBL; PRKD2; FGFR4; AURKB; RET; AR; CLK4; PIK3CA; TP53; BRAF; EGFR; NF2; MAPK1; UGT1A1; MINK1; DDR2; BLK; YES1	2024-02-07	
Estramustine	N	Y	Y		N	1981	N	<a href="https://go.drugbank.com/drugs/DB01196">DB01196</a>	L01XX11	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1575">CHEMBL1575</a>	Metastatic Hormone Refractory Prostate Cancer	BAX; KLK3; BLM; KAT2A; BCL2; VDR; TDP1; AR; POLK; USP1; HEXB	2024-02-07	
Etoposide	N	Y	Y		Y	1983	Y	<a href="https://go.drugbank.com/drugs/DB00773">DB00773</a>	L01CB01	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL44657">CHEMBL44657</a>	Acute Lymphoblastic Leukaemias (ALL); Acute Myeloid Leukemia (AML); Advanced Hodgkin&#39;s Lymphoma; Ewing&#39;s Sarcoma; Merkel cell cancer; Multiple Myeloma (MM); Neuroblastomas; Neuroendocrine Tumours; Non-Hodgkin&#39;s Lymphoma (NHL); Non-Small Cell Lung Carcinoma (NSCLC); Ovarian Cancer; Prostate Cancer; Retinoblastoma; Sarcoma, Osteogenic; Small Cell Lung Cancer (SCLC); Wilms&#39; tumor; Locally advanced Thymoma; Metastatic Thymic Cancer; Refractory Sarcoma; Refractory Testicular cancer	SF3B1; SLIT1; PLA2G1B; TOP2A; XIAP; E2F1; ABCC3; CYP2D6; TNFSF13B; KLK3; GSTM1; FGFR1; SLCO1B1; PGP; NCOA3; GSTP1; GMNN; BTF3P11; ABCC1; TP53; TGFB1; EIF4E; MAPK3; HSPB2; BCL2; NTRK3; CHEK1; SLC2A4; CYP1A2; UGT1A10; TOP2B; ACTR2; YAP1; CYP3A4; IGF2; DYNC2H1; MYCN; PAPOLA; AFP; NCOA1; TBP; ALK; CYP2C19; BAX; NQO1; GSTT1; MUC16; DDIT3; ITGAL; GLP1R; CYP2C9; ATM; PLA2G6; MAPK1; NR4A1; GDF15; BLMH	2024-02-07	
Everolimus	Y	Y	N		N	2009	Y	<a href="https://go.drugbank.com/drugs/DB01590">DB01590</a>	L04AA18; L01EG02	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1908360">CHEMBL1908360</a>	Subependymal giant cell astrocytoma, tuberous sclerosis complex; Advanced Carcinoid tumor; Locally advanced gastrointestinal origin Progressive Neuroendocrine Tumors; Locally advanced lung origin Progressive Neuroendocrine Tumors; Metastatic gastrointestinal origin Progressive Neuroendocrine Tumors; Metastatic lung origin Progressive Neuroendocrine Tumors; Pancreatic origin Progressive Neuroendocrine Tumors; Refractory Advanced Renal Cell Carcinoma; Refractory Waldenstrom&#39;s Macroglobulinaemia; Refractory, advanced Breast cancer; Unresectable gastrointestinal origin Progressive Neuroendocrine Tumors; Unresectable lung origin Progressive Neuroendocrine Tumors	MTOR; ESR1; TSC1; PIK3CA; RPTOR; AR; ERBB2; CTNNB1; ARID1A; FGFR4; HRAS; FLT3; ATM; PBRM1; AKT1; AKT2; KDM5C; STK11; BRAF; NRAS; NF1; ESR2; NF2; KRAS; RET; PIK3R1; FLCN; CDKN2A; PTEN; VHL; AKT3; FKBP1A; BAP1; TSC2	2024-02-07	
Exemestane	N	Y	Y		N	1999	Y	<a href="https://go.drugbank.com/drugs/DB00990">DB00990</a>	L02BG06	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1200374">CHEMBL1200374</a>	Early Breast Cancer; Refractory, advanced Breast cancer	CYP1B1; KMT2C; IGF1R; ERBB2; ESR1; AKR1C3; BGLAP; PGR; CYP19A1; TUBB1; UGT2B17; NFE2L2; MAP4K4; AR; ESR2; TCL1A	2024-02-07	
Fedratinib	Y	Y	N		N	2019	N	<a href="https://go.drugbank.com/drugs/DB12500">DB12500</a>	L01EJ02	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1287853">CHEMBL1287853</a>		JAK2; FLT3	2024-02-07	
Fludarabine	N	Y	Y		Y	1991	Y	<a href="https://go.drugbank.com/drugs/DB01073">DB01073</a>	L01BB05	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1568">CHEMBL1568</a>	B-cell chronic lymphocytic leukemia/prolymphocytic leukemia/small lymphocytic lymphoma refractory; Refractory Non-Hodgkin&#39;s lymphoma	POLD1; ADA; CYP2B6; XIAP; DCK; PRIM2; POLA2; POLD3; RRM1; POLE; POLD4; PRIM1; SLCO1B1; POLE2; POLD2; ADH1A; BAX; MPO; CXCL12; SLC29A1; RRM2; NFE2L2; RRM2B; IKZF1; SULT2B1; POLE3; SMAD3; SLC22A12; POLA1; PIK3CG; ATM; CD40; CYP2E1	2024-02-07	
Fluorouracil	N	Y	Y		Y	1962	Y	<a href="https://go.drugbank.com/drugs/DB00544">DB00544</a>	L01BC02	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL185">CHEMBL185</a>	Breast Cancer; Malignant Neoplasm of Colon; Malignant Neoplasm of Pancreas; Malignant Neoplasm of Stomach; Rectal Carcinoma; Superficial Basal Cell Carcinoma	HSPA5; EXO1; REV3L; ABCB1; MYB; ERCC1; MUTYH; KRAS; RALBP1; TYMS; CYP3A4; IL2RA; UPB1; KLC1; WNT5B; TP53; TOP2A; CBR3; XRCC3; ABCC5; DPYD; IL11; PARD3B; TSHB; IRS1; OSGEP; FGFR2; TPT1; PERP; GNAS; EGFR; DLG5; RBX1; CCNK; BRAF; INSR; FGFR4; HBB; TMEM167A; SMAD4; FPGS; ABCG1; PSMB3P1; AURKA; CCND1; CDKN1A; CYP2C8; NOS1; ALDH3A1; PIK3R2; ABCC4; CXCL8; TYMP; CYP19A1; PTPRC; COLEC10; NLGN1; ITGAL; NT5C1A; SLC22A16; SLC19A1; PIK3CA; ATM; SCN1A; ATRX; CYP2A6; GALNT14; CYP1B1; APEX1; RAD51C; ABCC2; CBR1; MEGF11; HMMR; NRAS; CYP2C19; PPP2R5D; IGFBP3; CYP2E1; PTEN; BDNF; KLC3; PALB2; CDC25C; GNL3; ABCC11; FAS; MTHFR; MUC2; OR10AE3P; SHMT1; IL6R; DTYMK; TWIST1; FOXO1; RGS5; ALCAM; SELE; MECP2; CHN2; LGR5; DKK1; BAX; BIRC5; TP53AIP1; E2F1	2024-02-07	
Fluoxymesterone	N	Y	N		N	1956	Y	<a href="https://go.drugbank.com/drugs/DB01185">DB01185</a>	G03BA01	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1445">CHEMBL1445</a>	Inoperable, metastatic Breast cancer	PRL; AR; NR3C1	2024-02-07	
Flutamide	N	Y	Y		N	1989	Y	<a href="https://go.drugbank.com/drugs/DB00499">DB00499</a>	L02BB01	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL806">CHEMBL806</a>	C Prostatic Carcinoma; Stage B2 Prostatic Carcinoma; Stage D2 Prostatic carcinoma	PEBP1; AR; NFE2L2; EHMT2; CDKN1A; AQP9; RORC; CYP2C19; CYP1A2; CYP3A4; VIP; IL2RA; G6PD; KLK3; MPO; BIRC5; NR1I2; CYP2C9; TH	2024-02-07	
Fotemustine	Y	N	N		N			<a href="https://go.drugbank.com/drugs/DB04106">DB04106</a>	L01AD05	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL549386">CHEMBL549386</a>	Metastatic Melanoma	MGMT; TXNRD1	2024-02-07	
Fruquintinib	N	Y	N		N	2023	N	<a href="https://go.drugbank.com/drugs/DB11679">DB11679</a>	L01EK04	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL4303214">CHEMBL4303214</a>	Metastatic Colorectal Cancer	FLT1; KDR; FLT4	2024-02-07	
Fulvestrant	Y	Y	N		N	2002	Y	<a href="https://go.drugbank.com/drugs/DB00947">DB00947</a>	L02BA03	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1358">CHEMBL1358</a>	Advanced or Metastatic Breast Cancer; Refractory, advanced Breast cancer; Refractory, metastatic Breast cancer	ESR1; FGFR2; PGR; NOS1; BDNF; ESR2; PTEN; CDK6; PIK3CA; ESRRA; ERBB2; CCNE1; ALK; XIAP; RB1; CYP1A2; EML4; EPHX2; FGF2; TP53; PIK3CG; TFPI	2024-02-07	
Futibatinib	Y	Y	N		N	2022	N	<a href="https://go.drugbank.com/drugs/DB15149">DB15149</a>	L01EN04	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL3701238">CHEMBL3701238</a>	Locally Advanced Intrahepatic Cholangiocarcinoma, Metastatic Intrahepatic Cholangiocarcinoma, Unresectable Intrahepatic Cholangiocarcinoma	FGFR2; FGFR1; BRAF; NRAS; FGFR3; FGFR4	2024-02-07	
Gefitinib	Y	Y	N		Y	2003	Y	<a href="https://go.drugbank.com/drugs/DB00317">DB00317</a>	L01EB01	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL939">CHEMBL939</a>	Metastatic Non-Small Cell Lung Cancer	EGFR; MAPK14; KRAS; PIM3; CYP2D6; RELA; ERBB3; IRAK4; ALK; ABCB1; ERBB2; LYN; TNK2; PTEN; CHEK2; BRSK1; MAPK10; CRKL; CYP3A5; CAMK2D; HIPK4; MET; MAPK8; CEACAM5; ERBB4; MAPT; YES1; IRAK1; PIK3CA; IGF1R; PRKD2; SIRT2; PBK; PLAU; PHKG2; FLT4; PIM1; BLK; BRAF; ROS1; MAPK9; AXL; EMP1; HCK; MINK1; SMO; FRK; GMNN; CAMK2G; IGF2; SIK2; LIMK1; LCK; MKNK2; MAP4K5; MAP3K1; SLK; CYP2C9; MAP4K4; CSNK1D; PRKD3	2024-02-07	
Gemcitabine	N	Y	Y		Y	1996	Y	<a href="https://go.drugbank.com/drugs/DB00441">DB00441</a>	L01BC05	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL888">CHEMBL888</a>	Advanced Ovarian Cancer; Bladder Transitional Cell Carcinoma Stage IV; Cervical Cancers; Cutaneous T-Cell Lymphoma (CTCL); Head and Neck Carcinoma; Hodgkins Disease (HD); Locally Advanced Pancreatic Adenocarcinoma; Mesothelioma; Metastatic Breast Cancer; Non-Small Cell Lung Cancer Stage IIIB; Non-small Cell Lung Cancer (NSCLC), Stage IV; Non-small Cell Lung Cancer Stage IIIA; Small Cell Lung Cancer (SCLC); Stage 4 Pancreatic adenocarcinoma	SLC29A1; IGF2; PPCDC; POLD4; TNC; ACSS2; DDX53; OR4D6; RRM2B; TGM2; POLD1; ETS2; BTRC; SLCO1B1; HLA-C; IDH1; CBL; NT5C1A; POLR1G; CDA; HRAS; PIK3CA; CYP2C8; TNF; WEE1; RRM1; POLE2; NRG1; DOCK8; C6orf15; HCP5; PRRC2A; PPP1R18; MTHFD1; NRAS; SMAD4; SH2D5; TP53; BRCA1; MSH5; ESR2; UBASH3B; ALG10; PALB2; RRM2; ERCC1; ALOX5AP; CHEK1; FHL2; SERPINA5; BAZ2B; MS4A2; ERBB2; GPX5; POLE; RAF1; BRCA2; FANCC; XRCC1; MUCL3; PSORS1C1; PRB2; PPP1R13L; POLE3; FGFR3; DCP1B; POLD3; TENT4A; PRIM1; ATAT1; CDC5L; PRIM2; KLC3; SLC29A2; CAMK4; NT5C; POLD2; SERPINC1; CDSN; BRAF; XYLT2; WWOX; FKBP5; KRAS; CDKN2A; ATRX; PTEN; POLA2; CIP2A; POLA1; AR	2024-02-07	
Gemtuzumab Ozogamicin	Y	Y	N		N	2000	N	<a href="https://go.drugbank.com/drugs/DB00056">DB00056</a>	L01FX02	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1201506">CHEMBL1201506</a>	Acute Myeloid Leukemia (AML); Refractory Acute Myelogenous Leukemia (AML); Relapsed Acute Myelogenous Leukemia (AML)	SLCO1B1; SULT2B1; ADH1A; ABCB1; SLC22A12; CYP2E1; CHEK1; CD33; PML	2024-02-07	
Gilteritinib	Y	Y	N		N	2018	N	<a href="https://go.drugbank.com/drugs/DB12141">DB12141</a>	L01EX13	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL3301622">CHEMBL3301622</a>	Relapsed or Refractory Acute Myeloid Leukemia With FLT3 Activating Mutations	AXL; FLT3; BRAF; CBL; NRAS; ALK; EML4; KIT; JAK3; IDH2; JAK2	2024-02-07	
Glasdegib	Y	Y	N		N	2018	N	<a href="https://go.drugbank.com/drugs/DB11978">DB11978</a>	L01XJ03	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL2043437">CHEMBL2043437</a>	Acute Myeloid Leukemia (AML)	SMO; MTOR; FLT3	2024-02-07	
Glofitamab	Y	Y	N		N	2023	N	<a href="https://go.drugbank.com/drugs/DB16371">DB16371</a>	L01FX28	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/ CHEMBL4298092"> CHEMBL4298092</a>	Diffuse Large B-Cell Lymphoma (DLBCL), Large B Cell Lymphoma, Primary Mediastinal (Thymic) Large B Cell Lymphoma (PMBCL), Refractory Diffuse Large B Cell Lymphoma (DLBCL), Refractory Diffuse Large B-Cell Lymphoma, Not Otherwise Specified, Relapsed Diffuse Large B-cell Lymphoma (DLBCL), Relapsed or Refractory Diffuse Large B Cell Lymphoma (DLBCL), Relapsed Diffuse Large B-Cell Lymphoma, Not Otherwise Specified	CD3D; CD3E; MS4A1; CD3G	2024-02-07	
Goserelin	N	Y	Y		N	1989	N	<a href="https://go.drugbank.com/drugs/DB00014">DB00014</a>	L02AE03	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1201247">CHEMBL1201247</a>	Advanced Breast Cancer; Early Breast Cancer; Advanced carcinoma of the prostate; Stage M1 hormone dependent carcinoma of the prostate; Stage T2b carcinoma of the prostate; Stage T2c carcinoma of the prostate; Stage T3 carcinoma of the prostate; Stage T4 carcinoma of the prostate	ESR2; LHCGR; GSR; ESR1; GNRHR; MYOD1; PGR; GNRH1	2024-02-07	
Histamine dihydrochloride	Y	Y	N		N	1939	N	<a href="https://go.drugbank.com/drugs/DB05381">DB05381</a>	L03AX14	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL90">CHEMBL90</a>	Acute Myeloid Leukaemia	SLC29A4; HRH4; HRH2; HRH1; EHMT2; USP1; LMNA	2024-02-07	
Histrelin	N	Y	N		N	1991	N	<a href="https://go.drugbank.com/drugs/DB06788">DB06788</a>	L02AE05	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1201255">CHEMBL1201255</a>	Advanced Prostate Cancer	GNRHR; GNRHR2	2024-02-07	
Hydroxyurea	N	Y	N		N	1967	Y	<a href="https://go.drugbank.com/drugs/DB01005">DB01005</a>	L01XX05	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL467">CHEMBL467</a>	Essential Thrombocythemia (ET); Head and Neck Carcinoma; Melanomas; Ovarian Cancer Metastatic; Polycythemia Vera (PV); Chronic, refractory Myeloid Leukemia; Inoperable Ovarian cancer	MAP3K5; BLM; RRM2; RRM2B; SIN3A; EIF4E; KLF4; CP; HRAS; ABL1; PTH; ASS1; DNMT1; DNTT; CYP3A4; DUSP1; RRM1	2024-02-07	
Ibritumomab Tiuxetan	Y	Y	N		N	2002	N	<a href="https://go.drugbank.com/drugs/DB00078">DB00078</a>	V10XX02	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1201606">CHEMBL1201606</a>	Follicular Non-Hodgkin&#39;s Lymphoma; Follicular Non-Hodgkin&#39;s Lymphoma Refractory	MS4A1	2024-02-07	
Ibrutinib	Y	Y	N		N	2013	N	<a href="https://go.drugbank.com/drugs/DB09053">DB09053</a>	L01EL01	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1873475">CHEMBL1873475</a>	Chronic Lymphocytic Leukaemia (CLL); Mantle Cell Lymphoma (MCL); Waldenstrom&#39;s Macroglobulinemia (WM)	BTK; YES1; MYD88; CYP2D6; PLCG2; MYC; LYN; FLT3; BMX; TP53; SMAD3; EGFR; ERBB2; ATM; PIM1; BLK; CSF3R	2024-02-07	
Idarubicin	N	Y	Y		N	1990	Y	<a href="https://go.drugbank.com/drugs/DB01177">DB01177</a>	L01DB06	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1117">CHEMBL1117</a>	Acute Myeloid Leukemia (AML)	POLK; TOP2A; USP1; SLCO1B1; DRD1; NT5C3A; POLH; DNMT3A; ATAD5; FEN1; FLT3; AR; RECQL; RAPGEF4; CBX1; ADH1A; EHMT2; CYBA; SLC22A12; SULT2B1; BLM; ABCB1; KCNH2; ATXN2; POLI; PPARD; RAC2; CSF2; MTOR; IDH1; MPHOSPH8; POLB; WRN; DCK; NCF4; HTT; MAPT; RAPGEF3; APEX1; THRB; PLK1; ETV6; CYP2E1; ERG	2024-02-07	
Idecabtagene Vicleucel	Y	Y	N		N	2021	N	<a href="https://go.drugbank.com/drugs/DB16665">DB16665</a>	L01XL07	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL4298199">CHEMBL4298199</a>	Refractory Multiple Myeloma, Relapsed Multiple Myeloma	TNFRSF17	2024-02-07	
Idelalisib	Y	Y	N		N	2014	N	<a href="https://go.drugbank.com/drugs/DB09054">DB09054</a>	L01EM01	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL2216870">CHEMBL2216870</a>	Relapsed Chronic Lymphocytic Leukemia; Relapsed Small Lymphocytic Lymphoma; Relapsed follicular B-cell non-Hodgkin lymphoma	PIK3CD; BRAF; PIK3CA; TP53; PTEN	2024-02-07	
Ifosfamide	N	Y	Y		Y	1988	Y	<a href="https://go.drugbank.com/drugs/DB01181">DB01181</a>	L01AA06	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1024">CHEMBL1024</a>	Cancer, Bladder; Cervical Cancers; Ewing&#39;s Sarcoma; Head and Neck Carcinoma; Lymphoma, Hodgkins; Malignant Neoplasm of Pancreas; Non-Hodgkin&#39;s Lymphoma (NHL); Ovarian Cancer; Sarcoma, Osteogenic; Small Cell Lung Cancer (SCLC); Soft Tissue Sarcoma (STS); Testicular Germ Cell Cancer; Advanced thymic carcinoma	TERC; GSTP1; DNMT1; HSPA4; TP53; MGMT; CYP2B6; NR1I2; ALK; CYP2A6; IL6	2024-02-07	
