diseaseId	diseaseName	drugId	drugName	type	mechanismOfAction	actionType	symbol	name	phase	status	source
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL197672	EMRICASAN	Small molecule	Caspase inhibitor		CASP12	caspase 12 (gene/pseudogene)	2	Completed	https://clinicaltrials.gov/ct2/show/NCT02077374
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL628	PENTOXIFYLLINE	Small molecule	3',5'-cyclic phosphodiesterase inhibitor		PDE8A	phosphodiesterase 8A	2	Completed	https://clinicaltrials.gov/ct2/show/NCT00590161,https://clinicaltrials.gov/ct2/show/NCT00267670
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL431733	NAMODENOSON	Small molecule	Adenosine A3 receptor agonist		ADORA3	adenosine A3 receptor	2	Recruiting	https://clinicaltrials.gov/ct2/show/NCT04697810
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL982	NALMEFENE	Small molecule	Opioid receptors; mu/kappa/delta antagonist		OPRM1	opioid receptor mu 1	2	Completed	https://clinicaltrials.gov/ct2/show/NCT02442687
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFA3	NADH:ubiquinone oxidoreductase subunit A3	2	Unknown status	https://clinicaltrials.gov/ct2/show/NCT00699036
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL1751	DIGOXIN	Small molecule	Sodium/potassium-transporting ATPase inhibitor		ATP1A1	ATPase Na+/K+ transporting subunit alpha 1	2	Withdrawn	https://clinicaltrials.gov/ct2/show/NCT04216693
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL4297578	PEGBELFERMIN	Protein	FGF1/KLB agonist		FGF1	fibroblast growth factor 1	2	Completed	https://clinicaltrials.gov/ct2/show/NCT02413372,https://clinicaltrials.gov/ct2/show/NCT03400163
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL4650349	CHIGLITAZAR	Small molecule	Peroxisome proliferator-activated receptor agonist		PPARD	peroxisome proliferator activated receptor delta	2	Recruiting	https://clinicaltrials.gov/ct2/show/NCT05193916
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFA11	NADH:ubiquinone oxidoreductase subunit A11	2	Completed	https://clinicaltrials.gov/ct2/show/NCT03850886
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFS5	NADH:ubiquinone oxidoreductase subunit S5	2	Completed	https://clinicaltrials.gov/ct2/show/NCT03850886
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL4297613	CILOFEXOR	Small molecule	Bile acid receptor FXR agonist		NR1H4	nuclear receptor subfamily 1 group H member 4	2	Completed	https://clinicaltrials.gov/ct2/show/NCT03987074,https://clinicaltrials.gov/ct2/show/NCT03449446,https://clinicaltrials.gov/ct2/show/NCT02854605,https://clinicaltrials.gov/ct2/show/NCT02781584
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFA13	NADH:ubiquinone oxidoreductase subunit A13	2	Unknown status	https://clinicaltrials.gov/ct2/show/NCT00699036
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL3407547	FIRSOCOSTAT	Small molecule	Acetyl-CoA carboxylase negative allosteric modulator		ACACB	acetyl-CoA carboxylase beta	2	Completed	https://clinicaltrials.gov/ct2/show/NCT03449446,https://clinicaltrials.gov/ct2/show/NCT03987074,https://clinicaltrials.gov/ct2/show/NCT02781584,https://clinicaltrials.gov/ct2/show/NCT02856555
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	MT-ND6	mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 6	2	Unknown status	https://clinicaltrials.gov/ct2/show/NCT00699036
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFB3	NADH:ubiquinone oxidoreductase subunit B3	2	Unknown status	https://clinicaltrials.gov/ct2/show/NCT00699036
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL982	NALMEFENE	Small molecule	Opioid receptors; mu/kappa/delta antagonist		OPRK1	opioid receptor kappa 1	2	Completed	https://clinicaltrials.gov/ct2/show/NCT02442687
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFS7	NADH:ubiquinone oxidoreductase core subunit S7	2	Unknown status	https://clinicaltrials.gov/ct2/show/NCT00699036
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL197672	EMRICASAN	Small molecule	Caspase inhibitor		CASP2	caspase 2	2	Completed	https://clinicaltrials.gov/ct2/show/NCT02077374
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL4298055	ALDAFERMIN	Protein	FGF1/KLB activator		FGF1	fibroblast growth factor 1	2	Completed	https://clinicaltrials.gov/ct2/show/NCT02443116,https://clinicaltrials.gov/ct2/show/NCT03912532
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL4297577	BELAPECTIN	Unknown	Galectin-3 inhibitor		LGALS3	galectin 3	2	Completed	https://clinicaltrials.gov/ct2/show/NCT02421094
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL4297530	SAROGLITAZAR	Small molecule	Peroxisome proliferator-activated receptor alpha agonist		PPARA	peroxisome proliferator activated receptor alpha	2	Recruiting	https://clinicaltrials.gov/ct2/show/NCT05211284
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	MT-ND1	mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 1	2	Unknown status	https://clinicaltrials.gov/ct2/show/NCT00699036
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL2108724	SEMAGLUTIDE	Protein	Glucagon-like peptide 1 receptor agonist		GLP1R	glucagon like peptide 1 receptor	2	Recruiting	https://clinicaltrials.gov/ct2/show/NCT04971785
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFB2	NADH:ubiquinone oxidoreductase subunit B2	2	Unknown status	https://clinicaltrials.gov/ct2/show/NCT00699036
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFS2	NADH:ubiquinone oxidoreductase core subunit S2	2	Unknown status	https://clinicaltrials.gov/ct2/show/NCT00699036
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL4298055	ALDAFERMIN	Protein	FGFR4-KLB activator		FGFR4	fibroblast growth factor receptor 4	2	Completed	https://clinicaltrials.gov/ct2/show/NCT02443116,https://clinicaltrials.gov/ct2/show/NCT03912532
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFA2	NADH:ubiquinone oxidoreductase subunit A2	2	Completed	https://clinicaltrials.gov/ct2/show/NCT03850886
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL2110727	CENICRIVIROC	Small molecule	C-C chemokine receptor type 5 antagonist		CCR5	C-C motif chemokine receptor 5	2	Completed	https://clinicaltrials.gov/ct2/show/NCT03517540
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL3545392	MT-3995	Small molecule	Mineralocorticoid receptor antagonist		NR3C2	nuclear receptor subfamily 3 group C member 2	2	Completed	https://clinicaltrials.gov/ct2/show/NCT02923154
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL197672	EMRICASAN	Small molecule	Caspase inhibitor		CASP14	caspase 14	2	Completed	https://clinicaltrials.gov/ct2/show/NCT02077374
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFAF4	NADH:ubiquinone oxidoreductase complex assembly factor 4	2	Completed	https://clinicaltrials.gov/ct2/show/NCT03850886
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	MT-ND2	mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 2	2	Completed	https://clinicaltrials.gov/ct2/show/NCT03850886
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1551	URSODIOL	Small molecule	Bile acid receptor FXR agonist		NR1H4	nuclear receptor subfamily 1 group H member 4	2	Terminated	https://clinicaltrials.gov/ct2/show/NCT02244944
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFS5	NADH:ubiquinone oxidoreductase subunit S5	2	Unknown status	https://clinicaltrials.gov/ct2/show/NCT00699036
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1566	ACARBOSE	Oligosaccharide	Maltase-glucoamylase inhibitor		MGAM	maltase-glucoamylase	2	Terminated	https://clinicaltrials.gov/ct2/show/NCT00677521
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFA1	NADH:ubiquinone oxidoreductase subunit A1	2	Unknown status	https://clinicaltrials.gov/ct2/show/NCT00699036
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFA4	NDUFA4 mitochondrial complex associated	2	Unknown status	https://clinicaltrials.gov/ct2/show/NCT00699036
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFS6	NADH:ubiquinone oxidoreductase subunit S6	2	Unknown status	https://clinicaltrials.gov/ct2/show/NCT00699036
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFA6	NADH:ubiquinone oxidoreductase subunit A6	2	Completed	https://clinicaltrials.gov/ct2/show/NCT03850886
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL431733	NAMODENOSON	Small molecule	Adenosine A3 receptor agonist		ADORA3	adenosine A3 receptor	2	Completed	https://clinicaltrials.gov/ct2/show/NCT02927314
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFAF2	NADH:ubiquinone oxidoreductase complex assembly factor 2	2	Unknown status	https://clinicaltrials.gov/ct2/show/NCT00699036
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFA11	NADH:ubiquinone oxidoreductase subunit A11	2	Unknown status	https://clinicaltrials.gov/ct2/show/NCT00699036
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL628	PENTOXIFYLLINE	Small molecule	3',5'-cyclic phosphodiesterase inhibitor		PDE4B	phosphodiesterase 4B	2	Completed	https://clinicaltrials.gov/ct2/show/NCT00590161,https://clinicaltrials.gov/ct2/show/NCT00267670
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL628	PENTOXIFYLLINE	Small molecule	3',5'-cyclic phosphodiesterase inhibitor		PDE4C	phosphodiesterase 4C	2	Completed	https://clinicaltrials.gov/ct2/show/NCT00267670,https://clinicaltrials.gov/ct2/show/NCT00590161
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFB10	NADH:ubiquinone oxidoreductase subunit B10	2	Completed	https://clinicaltrials.gov/ct2/show/NCT03850886
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFA1	NADH:ubiquinone oxidoreductase subunit A1	2	Completed	https://clinicaltrials.gov/ct2/show/NCT03850886
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL1751	DIGOXIN	Small molecule	Sodium/potassium-transporting ATPase inhibitor		ATP1A3	ATPase Na+/K+ transporting subunit alpha 3	2	Withdrawn	https://clinicaltrials.gov/ct2/show/NCT04216693
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	MT-ND4	mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4	2	Completed	https://clinicaltrials.gov/ct2/show/NCT03850886
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL2108724	SEMAGLUTIDE	Protein	Glucagon-like peptide 1 receptor agonist		GLP1R	glucagon like peptide 1 receptor	2	Suspended	https://clinicaltrials.gov/ct2/show/NCT05424003
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial glycerol-3-phosphate dehydrogenase inhibitor	Inhibitor	GPD2	glycerol-3-phosphate dehydrogenase 2	2	Completed	https://clinicaltrials.gov/ct2/show/NCT03850886
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL4297625	LICOGLIFLOZIN	Small molecule	Sodium/glucose cotransporter 1 inhibitor		SLC5A1	solute carrier family 5 member 1	2	Recruiting	https://clinicaltrials.gov/ct2/show/NCT04065841
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFV3	NADH:ubiquinone oxidoreductase subunit V3	2	Unknown status	https://clinicaltrials.gov/ct2/show/NCT00699036
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFS4	NADH:ubiquinone oxidoreductase subunit S4	2	Completed	https://clinicaltrials.gov/ct2/show/NCT03850886
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL628	PENTOXIFYLLINE	Small molecule	Adenosine A2 receptor antagonist		ADORA2B	adenosine A2b receptor	2	Completed	https://clinicaltrials.gov/ct2/show/NCT00267670,https://clinicaltrials.gov/ct2/show/NCT00590161
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL193240	ROFLUMILAST	Small molecule	Phosphodiesterase 4 inhibitor		PDE4C	phosphodiesterase 4C	2	Terminated	https://clinicaltrials.gov/ct2/show/NCT01703260
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFS1	NADH:ubiquinone oxidoreductase core subunit S1	2	Unknown status	https://clinicaltrials.gov/ct2/show/NCT00699036
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1042	CHOLECALCIFEROL	Small molecule	Vitamin D receptor agonist		VDR	vitamin D receptor	2	Recruiting	https://clinicaltrials.gov/ct2/show/NCT05578404
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL2105721	NIVOCASAN	Small molecule	Caspase-8 inhibitor		CASP8	caspase 8	2	Completed	https://clinicaltrials.gov/ct2/show/NCT00740610
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL2108724	SEMAGLUTIDE	Protein	Glucagon-like peptide 1 receptor agonist		GLP1R	glucagon like peptide 1 receptor	2	Completed	https://clinicaltrials.gov/ct2/show/NCT03987451,https://clinicaltrials.gov/ct2/show/NCT02970942
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL4297576	EFINOPEGDUTIDE	Protein	Glucagon-like peptide 1 receptor agonist		GLP1R	glucagon like peptide 1 receptor	2	Completed	https://clinicaltrials.gov/ct2/show/NCT04944992
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL4091374	LANIFIBRANOR	Small molecule	Peroxisome proliferator-activated receptor agonist		PPARG	peroxisome proliferator activated receptor gamma	2	Completed	https://clinicaltrials.gov/ct2/show/NCT03008070
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFA7	NADH:ubiquinone oxidoreductase subunit A7	2	Completed	https://clinicaltrials.gov/ct2/show/NCT03850886
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL230158	SELADELPAR	Small molecule	Peroxisome proliferator-activated receptor delta agonist		PPARD	peroxisome proliferator activated receptor delta	2	Terminated	https://clinicaltrials.gov/ct2/show/NCT03551522
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFA8	NADH:ubiquinone oxidoreductase subunit A8	2	Unknown status	https://clinicaltrials.gov/ct2/show/NCT00699036
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL606	MISOPROSTOL	Small molecule	Prostanoid EP3 receptor agonist		PTGER3	prostaglandin E receptor 3	2	Completed	https://clinicaltrials.gov/ct2/show/NCT05804305
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFAF4	NADH:ubiquinone oxidoreductase complex assembly factor 4	2	Unknown status	https://clinicaltrials.gov/ct2/show/NCT00699036
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL4297530	SAROGLITAZAR	Small molecule	Peroxisome proliferator-activated receptor alpha agonist		PPARA	peroxisome proliferator activated receptor alpha	2	Completed	https://clinicaltrials.gov/ct2/show/NCT03061721
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFV2	NADH:ubiquinone oxidoreductase core subunit V2	2	Completed	https://clinicaltrials.gov/ct2/show/NCT03850886
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL197672	EMRICASAN	Small molecule	Caspase inhibitor		CASP6	caspase 6	2	Completed	https://clinicaltrials.gov/ct2/show/NCT02077374
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL628	PENTOXIFYLLINE	Small molecule	3',5'-cyclic phosphodiesterase inhibitor		PDE2A	phosphodiesterase 2A	2	Completed	https://clinicaltrials.gov/ct2/show/NCT00267670,https://clinicaltrials.gov/ct2/show/NCT00590161
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL4297909	FAZPILODEMAB	Antibody	FGF1/KLB agonist		FGF1	fibroblast growth factor 1	2	Completed	https://clinicaltrials.gov/ct2/show/NCT04171765
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL197672	EMRICASAN	Small molecule	Caspase inhibitor		CASP10	caspase 10	2	Completed	https://clinicaltrials.gov/ct2/show/NCT02077374
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL4297578	PEGBELFERMIN	Protein	FGF1/KLB agonist		KLB	klotho beta	2	Completed	https://clinicaltrials.gov/ct2/show/NCT02413372,https://clinicaltrials.gov/ct2/show/NCT03400163
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFB3	NADH:ubiquinone oxidoreductase subunit B3	2	Completed	https://clinicaltrials.gov/ct2/show/NCT03850886
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFV1	NADH:ubiquinone oxidoreductase core subunit V1	2	Unknown status	https://clinicaltrials.gov/ct2/show/NCT00699036
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFB5	NADH:ubiquinone oxidoreductase subunit B5	2	Completed	https://clinicaltrials.gov/ct2/show/NCT03850886
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	MT-ND4L	mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4L	2	Completed	https://clinicaltrials.gov/ct2/show/NCT03850886
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL197672	EMRICASAN	Small molecule	Caspase inhibitor		CASP4	caspase 4	2	Completed	https://clinicaltrials.gov/ct2/show/NCT02077374
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFS6	NADH:ubiquinone oxidoreductase subunit S6	2	Completed	https://clinicaltrials.gov/ct2/show/NCT03850886
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFAF3	NADH:ubiquinone oxidoreductase complex assembly factor 3	2	Completed	https://clinicaltrials.gov/ct2/show/NCT03850886
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFA3	NADH:ubiquinone oxidoreductase subunit A3	2	Completed	https://clinicaltrials.gov/ct2/show/NCT03850886
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL628	PENTOXIFYLLINE	Small molecule	3',5'-cyclic phosphodiesterase inhibitor		PDE7B	phosphodiesterase 7B	2	Completed	https://clinicaltrials.gov/ct2/show/NCT00590161,https://clinicaltrials.gov/ct2/show/NCT00267670
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL3407547	FIRSOCOSTAT	Small molecule	Acetyl-CoA carboxylase negative allosteric modulator		ACACB	acetyl-CoA carboxylase beta	2	Recruiting	https://clinicaltrials.gov/ct2/show/NCT04971785
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL457748	MB07811	Small molecule	Thyroid hormone receptor beta-1 agonist		THRB	thyroid hormone receptor beta	2	Active, not recruiting	https://clinicaltrials.gov/ct2/show/NCT04173065
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFB10	NADH:ubiquinone oxidoreductase subunit B10	2	Unknown status	https://clinicaltrials.gov/ct2/show/NCT00699036
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL4567446	CLESACOSTAT	Small molecule	Acetyl-CoA carboxylase inhibitor		ACACA	acetyl-CoA carboxylase alpha	2	Completed	https://clinicaltrials.gov/ct2/show/NCT03776175
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL193240	ROFLUMILAST	Small molecule	Phosphodiesterase 4 inhibitor		PDE4D	phosphodiesterase 4D	2	Terminated	https://clinicaltrials.gov/ct2/show/NCT01703260
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFAF1	NADH:ubiquinone oxidoreductase complex assembly factor 1	2	Unknown status	https://clinicaltrials.gov/ct2/show/NCT00699036
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFB11	NADH:ubiquinone oxidoreductase subunit B11	2	Completed	https://clinicaltrials.gov/ct2/show/NCT03850886
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFA13	NADH:ubiquinone oxidoreductase subunit A13	2	Completed	https://clinicaltrials.gov/ct2/show/NCT03850886
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL121	ROSIGLITAZONE	Small molecule	Peroxisome proliferator-activated receptor gamma agonist		PPARG	peroxisome proliferator activated receptor gamma	2	Unknown status	https://clinicaltrials.gov/ct2/show/NCT00699036
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1566	ACARBOSE	Oligosaccharide	Pancreatic alpha-amylase inhibitor		AMY2A	amylase alpha 2A	2	Terminated	https://clinicaltrials.gov/ct2/show/NCT00677521
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL843	ROSIGLITAZONE MALEATE	Small molecule	Peroxisome proliferator-activated receptor gamma agonist		PPARG	peroxisome proliferator activated receptor gamma	2	Unknown status	https://clinicaltrials.gov/ct2/show/NCT00699036
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL3261331	RESMETIROM	Small molecule	Thyroid hormone receptor beta-1 agonist		THRB	thyroid hormone receptor beta	2	Unknown status	https://clinicaltrials.gov/ct2/show/NCT02912260
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL4297909	FAZPILODEMAB	Antibody	FGF1/KLB agonist		KLB	klotho beta	2	Completed	https://clinicaltrials.gov/ct2/show/NCT04171765
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL672	FENOFIBRATE	Small molecule	Peroxisome proliferator-activated receptor alpha agonist		PPARA	peroxisome proliferator activated receptor alpha	2	Completed	https://clinicaltrials.gov/ct2/show/NCT02781584
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFC1	NADH:ubiquinone oxidoreductase subunit C1	2	Unknown status	https://clinicaltrials.gov/ct2/show/NCT00699036
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL4297530	SAROGLITAZAR	Small molecule	Peroxisome proliferator-activated receptor alpha agonist		PPARA	peroxisome proliferator activated receptor alpha	2	Completed	https://clinicaltrials.gov/ct2/show/NCT03863574
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL4298169	TROPIFEXOR	Small molecule	Bile acid receptor FXR agonist		NR1H4	nuclear receptor subfamily 1 group H member 4	2	Recruiting	https://clinicaltrials.gov/ct2/show/NCT04065841
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL191	LOSARTAN	Small molecule	Type-1 angiotensin II receptor antagonist		AGTR1	angiotensin II receptor type 1	2	Terminated	https://clinicaltrials.gov/ct2/show/NCT03467217
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL2110727	CENICRIVIROC	Small molecule	C-C chemokine receptor type 2 antagonist		CCR2	C-C motif chemokine receptor 2	2	Completed	https://clinicaltrials.gov/ct2/show/NCT02217475
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL4084119	LIRAGLUTIDE	Protein	Glucagon-like peptide 1 receptor agonist		GLP1R	glucagon like peptide 1 receptor	2	Completed	https://clinicaltrials.gov/ct2/show/NCT01237119
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL4298169	TROPIFEXOR	Small molecule	Bile acid receptor FXR agonist		NR1H4	nuclear receptor subfamily 1 group H member 4	2	Terminated	https://clinicaltrials.gov/ct2/show/NCT04147195
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFB7	NADH:ubiquinone oxidoreductase subunit B7	2	Completed	https://clinicaltrials.gov/ct2/show/NCT03850886
