,MUV-466,MUV-548,MUV-600,MUV-644,MUV-652,MUV-689,MUV-692,MUV-712,MUV-713,MUV-733,MUV-737,MUV-810,MUV-832,MUV-846,MUV-852,MUV-858,MUV-859,mol_id,smiles
52094,,0.0,0.0,,,,,,0.0,,,,,,,,,CID2194474,C=CCNS(=O)(=O)c1ccc(OCC(=O)OC)cc1
52096,,,,,,0.0,,,,,,0.0,,,0.0,,,CID866272,CCn1cnc2cc(NCc3ccc(OC)cc3)ccc21
52097,,,,,,,,,,,0.0,,,,,,,CID866273,CN(C)c1ccc(CNc2ccc3c(c2)ncn3C)cc1
52098,,0.0,,,,,0.0,,,,,,,,,,,CID2893905,COC(=O)c1ccc(CSc2ncn[nH]2)o1
52099,,,0.0,,,,0.0,,,,,,,,,,,CID96695,O=C(O)c1cnc2ccccc2n1
52100,,,,,,,,,,,,,,0.0,,,,CID703724,COc1ccc(-c2noc(-c3ccco3)n2)cc1OC
52101,,,,,,,,,0.0,,,,,,,,,CID1082900,NC(=O)C1CCN(C(=O)c2ccc(-c3ccccc3)cc2)CC1
52102,,,,,,,,,,,,,,0.0,,,,CID703726,Cc1nc(-n2ncc(C#N)c2N)c2c3c(sc2n1)CCC3
52103,,,,0.0,,,,0.0,,,,0.0,,,,0.0,0.0,CID866279,CCn1cnc2cc(NCc3cccc(OC)c3O)ccc21
52104,,,0.0,,,,,,,0.0,0.0,,,0.0,,,,CID703721,COC(=O)c1cn(C(=O)c2ccco2)c2ccccc12
52105,,,0.0,0.0,,,,,,0.0,,,0.0,,,,,CID2220297,Cc1sc2nc3n(c(=O)c2c1C)CCCS3
52106,,,,,,,,0.0,,,,,,,,,,CID653604,Cc1cc2c(c(N3CCOCC3)n1)C(=O)OC2
52107,0.0,,0.0,0.0,0.0,,,,,,,,,0.0,,,0.0,CID1267712,Cc1nnc(SCc2ccc(C(=O)c3ccc(Cl)cc3)o2)n1-c1ccccc1
52108,,,,,,,,,,,0.0,,,,,,,CID2134323,COc1ccc(NC(=S)N/C(=N/CS(=O)(=O)c2ccccc2)c2ccccc2)cc1
52109,0.0,,,,,,0.0,,,,,,,,,,,CID658358,CN(C)c1nc(OCCOC(=O)Nc2ccc(Cl)cc2Cl)nc(N(C)C)n1
52110,0.0,,,,,,0.0,,,,,,,,,,0.0,CID658359,CCOC(=O)NC(Nc1sc2c(c1C(N)=O)CCCC2)(C(=O)OCC)C(F)(F)F
52111,,0.0,,,,0.0,0.0,,,0.0,,,0.0,,,,,CID658356,Cc1nc(=O)c(-c2ccccc2)c(C)n1CCCO
52112,,0.0,0.0,,,,,,,,0.0,,0.0,,,,,CID658355,CCOC(=O)C1=C(C(C)=O)C(c2cccnc2)C(C#N)=C(N)O1
52113,,,0.0,,,,,0.0,,,,,,,,,,CID658352,COC(=O)CC1=C(C(=O)OC)C(c2ccncc2)C(C#N)=C(N)O1
52114,0.0,,,0.0,,,0.0,,,,0.0,0.0,,,,,0.0,CID658353,COc1ccccc1-n1cnc(N)c1C(=O)c1ccccc1
52115,,,0.0,,,,,0.0,,,,,,,,0.0,,CID658350,CCOC(=O)COn1c2c(c3c4no[n+]([O-])c4ccc31)CCCC2
52116,,,,,0.0,,0.0,0.0,,,0.0,,,,,,,CID658351,CCOC(=O)c1sc(C)c(C(N)=O)c1NC1=NCCCCC1
52117,,,,,,,,0.0,,,,,0.0,,,,,CID659001,Cc1ccc2[nH]c3c(N4CCN(Cc5ccccc5)CC4)ncnc3c2c1
52118,,,,0.0,,,,0.0,,,,,,0.0,,0.0,0.0,CID659000,COC(=O)c1[nH]c2ccccc2c1NC(=O)CN1CCN(c2cccc(OC)c2)C(C)C1
52119,0.0,,,,0.0,,,0.0,,,,,,,,0.0,0.0,CID659003,CCCN1C(=O)/C(=C2\SC(N3CCCCC3)=NC2=O)c2ccccc21
52120,,,,,,,,,0.0,,,,,,,,,CID3237006,CCOC(=O)N1CCC(NC(=O)c2ccc(NC(=O)C3CCCO3)cc2)CC1
52121,,,0.0,,,,0.0,0.0,,,,,,,,0.0,,CID3237001,CCOC(=O)c1[nH]c2c(c1C)C(=O)CC(c1ccc(OC)c(OC)c1)C2
52122,,,,,,0.0,0.0,,0.0,0.0,,,,,,,,CID2536263,O=C(NCc1ccccc1)c1cccc(OCC(=O)N2CCN(C(=O)c3ccco3)CC2)c1
52123,,,,,,,,,,,,,0.0,,,,0.0,CID3237003,O=C(C1CC1)N1CCc2cc(S(=O)(=O)N(CCO)Cc3ccccc3)ccc21
52124,,,,,,0.0,0.0,,,,,,,,,0.0,,CID3237002,COCCCn1c(=O)c2ccccc2c2ccccc2c1=O
52125,,,,,,,,,,0.0,,,,,,,,CID2565652,COc1ccc(C(C)=O)cc1COc1ccc(-n2cnnn2)cc1
52126,,,,,,,,,,,,,0.0,,,,,CID1247966,Cn1c(=O)n(C)c2cc(S(=O)(=O)N3CCCc4ccccc43)ccc21
52127,,0.0,,,,,,,0.0,,0.0,,0.0,,,,,CID3237009,COc1cccc(-c2noc(N)c2C#N)c1
52128,,,,,,0.0,,,,,,0.0,,,,,,CID3213139,Cc1ccccc1N1C(=O)CN(C(C)(C)C)C(=O)C1c1ccc(N(C)C)cc1
52129,,,,,,,,,,,,,,,0.0,,,CID2536269,CC(C)(C)NC(=O)NC(=O)COC(=O)c1cccc(F)c1
52130,,,,,,,,,,,,0.0,0.0,,,,,CID645168,C=CCN(CC(=O)NCC1CCCO1)C(=O)CCC(=O)Nc1cc(C)on1
52131,0.0,,,0.0,,,0.0,,0.0,,,,,,,,,CID645163,Cc1cc2cc(CN(Cc3ccco3)C(=O)C3CCCCC3)c(=O)[nH]c2cc1C
52132,0.0,0.0,,,,,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,CID645162,CCC(C)N(CC(=O)NCc1ccc(OC)cc1)C(=O)c1csnn1
52133,0.0,,,,,,,,,,0.0,,0.0,,,,0.0,CID259483,O=C(c1ccccc1)N1CCN(c2ccc(Cl)cc2)CC1
52134,,0.0,0.0,,,0.0,0.0,,,,,0.0,,,0.0,0.0,,CID645160,Cc1cc(C)nc(SCc2nnc(SCC(=O)NCc3ccco3)n2-c2ccccc2)n1
52135,,0.0,,,,,,,,0.0,,,,,,,,CID645167,Cc1ccc(C(C)n2cc(C(=O)NCc3ccncc3)nn2)cc1
52136,0.0,0.0,0.0,,,0.0,,0.0,,,,,,,,0.0,,CID645166,CCn1c(SCC(=O)N2CCN(c3ccccc3)CC2)nnc1-c1ccoc1C
52137,,,,,,0.0,0.0,,,,,,,0.0,,0.0,,CID645165,COc1ccc(NC(=O)c2coc3ccccc23)cc1OC
52138,,,,,,0.0,,,,,,,0.0,,,,,CID760469,COc1cccc(/C=N/n2c(C)nnc2C)c1OC
52139,,,,,,,,,,,,,,0.0,,,,CID1023160,COC(=O)c1c(NC(=O)C2CC2)sc(C(=O)Nc2ccccc2)c1C
52140,,,,,,,,,,,,,,0.0,,,,CID2317309,COC(=O)C(C)(C)ONC(=O)Nc1ccc(Br)cc1
52141,,,0.0,,,,,0.0,,0.0,,,,,0.0,,,CID2090702,CCC(=O)c1ccc(OCC(=O)N2CCc3cc(OC)c(OC)cc3C2)cc1
52142,,,0.0,,,,,,,0.0,,,,,,,,CID2945676,N#CCCCN1C(=O)C(O)(CC(=O)c2ccc3c(c2)OCCO3)c2ccccc21
52143,,,,,,,,,,,,0.0,,,,,,CID1131197,CNC(=O)c1ccc(OC2CSC2)cc1
52144,,,,,,0.0,,,,,,,,,,,,CID2090709,CCN(CC)c1ccc(NC(=O)c2ccc(Cl)nc2)cc1
52145,,,,,,,,,,,,,,0.0,,,,CID2365118,O=C(OCC(=O)N1CCc2ccccc2C1)c1cccnc1Cl
52146,,0.0,,,,,,0.0,,,,,,,,,,CID644414,N#Cc1cc2c(=O)n3ccccc3nc2n(Cc2cccnc2)c1=N
52147,,0.0,,,0.0,,,,,,,,,,,,,CID644415,Cc1nc2ncnn2c(N2CCN(C(=O)Cc3cccs3)CC2)c1C
52148,,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,,,0.0,CID644417,CCOc1ccc(NC(=O)CSc2nc3cccnc3n2CCOC)cc1
52149,,,,,0.0,0.0,0.0,,,,0.0,,,,,,0.0,CID644410,COc1ccc(OCC(=O)Nc2cccc3cccnc23)cc1
52150,0.0,,,,,,,,,,,0.0,,,,,0.0,CID644411,Cc1ccccc1NC(=O)C1CCCN1C(=O)NC1CCCCC1
52151,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,,,0.0,CID644412,COc1cc(C2Nc3ccccc3C(=O)N2c2ccccc2OC)ccc1O
52152,,,,,0.0,,,,0.0,,,,,0.0,,,,CID1295087,CCCS(=O)(=O)c1nc(S(=O)(=O)c2ccc(C)cc2)c(N2CCCC2)s1
52153,,,,,0.0,,,,,,,,,,0.0,,,CID644418,COc1cccc(C(=O)Nc2ccc(S(=O)(=O)NCc3ccco3)cc2)c1
52154,,,,0.0,,,,0.0,0.0,,0.0,0.0,,,,,,CID644419,O=C(CSc1nc2ccccc2o1)NCc1n[nH]c(=O)c2ccccc12
52155,,,,,,,,,,,0.0,,,,,,,CID1112284,Cc1cc(C)nc(NS(=O)(=O)c2ccc(NC(=O)CCN3C(=O)c4ccccc4C3=O)cc2)n1
52156,0.0,,,,0.0,,,,,,,,,,,,,CID1051136,O=S(=O)(c1ccccc1)n1nc(-c2ccccc2)nc1NCc1ccco1
52157,,,,,,0.0,,,,,,,,,,,,CID6483755,COc1ccc(C(=O)Nc2ccc(NC(=O)c3ccco3)c(Cl)c2)cc1OC
52158,,,,,,,,,,0.0,0.0,,,,0.0,,,CID1878742,O=C1C(c2ccccc2)=C(N2CC2)c2ccccc21
52159,,,,,,,,,,,,,,0.0,,,,CID1484366,COc1ccc(CS(=O)c2nc(C)cc(C)c2S(C)(=O)=O)cc1
52160,,,,,,,,,0.0,,,0.0,,,,,,CID658978,COC(=O)C(NC(C)=O)(Nc1ccc(Br)cc1)C(=O)OC
52161,,,,,,0.0,,0.0,,,0.0,,0.0,,,,,CID658979,Cc1oc2ccc(OCc3ccc(F)cc3)cc2c1C(=O)O
52162,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,CID788974,Cc1ccc(C(=O)N2CCN(c3cccc(Cl)c3)CC2)cc1C
52163,,0.0,,,,,,,,,0.0,,0.0,,,,,CID5309863,O=C(NCc1ccccc1)C1CCN(S(=O)(=O)c2cccc3cccnc23)CC1
52164,0.0,,,,,,,,,,,,,,0.0,,0.0,CID658970,CCCSc1nc(N2CCCC2)c2c(c1C#N)CC(C)(C)OC2
52165,,,,,,,0.0,,0.0,,0.0,,,,,0.0,0.0,CID2193127,COc1ccc(C)cc1NC(=O)CSc1nnc(-c2ccc(Br)cc2)o1
52166,,,0.0,0.0,,,,,,,,,,,,,,CID658976,COc1cccc(C(=O)NCC(=O)n2nc(C)cc2C)c1
52167,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,0.0,,CID658977,COC(=O)c1[nH]c2ccccc2c1NC(=O)CCN1CCSCC1
52168,,,,,,,,,,,,0.0,,,,,,CID4137614,O=C(c1cccn2c(=O)c3ccccc3nc12)N1CCC2(CC1)OCCO2
52169,,0.0,,,,,,,,,0.0,,,,,,,CID658975,CCc1nc(N2CCOCC2)c(C#N)c2c1CCCC2
52170,,,,,,,,,,,,,,0.0,,,,CID5461706,CCOC(=O)C(=CN(CCc1ccccc1)CC(=O)OC)C(=O)OCC
52171,,,,0.0,,,,,,,,,,0.0,,,,CID5309861,COc1cccc(C2CC(c3cccc(C)c3)N3NC=NC3=N2)c1
52172,,,,,,,,,0.0,0.0,0.0,,,0.0,,,,CID684183,Cc1nc(-c2cccc(NS(=O)(=O)c3ccccc3)c2)cs1
52173,,,,,,,,,,,,,,0.0,0.0,,,CID1767537,C=CCNC(=O)CSc1cc([N+](=O)[O-])cc(S(=O)(=O)Cc2ccccc2)c1
52174,,,,,,,,,,,,,,0.0,,,,CID2295098,Cc1noc(NS(=O)(=O)c2ccc(N/C=C/C(=O)c3ccc(F)cc3)cc2)c1C
52175,,,,,,,,,,,,,,0.0,,,,CID1484363,CC(C)C(=O)NCc1cc(-c2ccc(Cl)cc2)no1
52176,,0.0,,,,,,,,,0.0,,,,,,,CID3236358,Cc1ccc(Cn2c(CN3CC(C)OC(C)C3)nc3c2c(=O)[nH]c(=O)n3C)cc1
52177,0.0,,,,0.0,0.0,,,,0.0,0.0,,,,,,,CID3236359,CCOC(=O)C1=C(c2ccccc2)NC(SC)=C(C#N)C1c1ccco1
52178,,,,,,0.0,,,,,,,,,,,,CID277927,Cc1ccccc1CC(CC(=O)O)C(=O)O
52179,,,,,,,,,0.0,,0.0,,,,,,,CID2897119,Cc1nn(CC(O)CN2c3ccccc3Sc3ccccc32)c(C)c1Br
52180,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,,,,,,,CID3236352,COc1ccc(-c2ccc(C(=S)N3CCN(C(C)=O)CC3)o2)cc1
52181,0.0,,,,,,,,,,,0.0,0.0,,,,0.0,CID3236353,Cc1ccc(-c2noc(CCC(=O)NCC3CCN(Cc4cccc(C)c4)CC3)n2)cc1
52182,,,,0.0,,,,,,,,,,,,,0.0,CID3236356,COc1ccc(S(=O)(=O)Nc2cccc(Cl)c2)cc1OC
52183,,,,,,,,,,,,,,0.0,,,,CID2306931,CSc1ncc(Cl)c(C(=O)Nc2cccc3ccccc23)n1
52184,,,,,,,,0.0,,,,,,,,0.0,0.0,CID3236355,COC(=O)c1ccc(C(=O)OC)c(NC(=O)c2cnc3n(c2=O)CCS3)c1
52185,,,0.0,,0.0,0.0,,0.0,,,,,,,,,,CID3242715,COC(=O)C1=C(NC(=O)c2ccc(C)c(C)c2)CCS1
52186,0.0,,,,,,,,0.0,,0.0,,,,,,,CID3242714,Cc1cccc(-c2nsc(SCC(=O)N3CCCC3)n2)c1
52187,,,,,,,0.0,,,,,,,,,,,CID3242717,O=C(CC1CCS(=O)(=O)C1)NC1CCCCC1
52188,0.0,,0.0,,,,,0.0,,,,0.0,0.0,,,,,CID3242716,CCCCOc1ccc(CNn2c(C)nc3ccccc3c2=O)cc1
52189,,,,,0.0,,0.0,,,,,,,,,0.0,0.0,CID3242711,O=C(O)CCC(=O)N1CCc2cc(S(=O)(=O)N3CCCCC3)ccc21
52190,,,,,,,,0.0,,,,0.0,,,,,,CID3242710,O=C(CN1C(=O)C2C3C=CC(C3)C2C1=O)NC1CCCc2ccccc21
52191,,0.0,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,CID974946,CC(C)(C)c1csc(NC(=O)Cn2cnc3ccccc3c2=O)n1
52192,0.0,,,,,,,,,,,,,,,0.0,0.0,CID3242712,CC(NC(=O)c1cccc(F)c1)C(c1cccs1)N1CCN(C)CC1
52193,,,,,,,,,,0.0,,,,,,,,CID9550453,Cc1oc(-c2ccc(Cl)cc2)nc1CS(=O)CC(=O)NCc1cccs1
52194,,,,,0.0,,,,0.0,,,,,,,,,CID3242719,CCOC(=O)CSc1nc2c(sc(=S)n2Cc2ccco2)c(=O)n1-c1ccccc1
52195,,,,,,,,,,,,,,,,,0.0,CID3242718,Cc1cc(=O)oc(C)c1C(=O)NCCCN1CCN(c2ccccc2F)CC1
52196,,,,,,,,,,0.0,,,,,,,,CID9550455,Cc1ccc(N2C(=O)c3ccccc3C2Nc2ccccc2)nc1
52197,,,,,,0.0,,0.0,,,,,0.0,,,,,CID3937248,CCOC(=O)C1C(=O)Oc2ccc3ccccc3c2C1C1CCOC1=O
52198,,,,,,,,,,,,,,0.0,,,,CID4240382,CCCOc1ccc(/C=N/Nc2ccccc2[N+](=O)[O-])c(OCCC)c1
52199,,,,,,0.0,,,,,,,,,,,,CID5343951,CCOc1ccc(NC(=O)c2cnn(-c3ccccc3)c2NC(=O)c2ccc(C)cc2)cc1
52200,0.0,,,,,,,,,,,,,,,,0.0,CID1131733,O=C(C(c1ccccc1)c1ccccc1)N1CCN(Cc2ccccn2)CC1
52201,,0.0,,,,0.0,,,,,,,,,,0.0,,CID1131737,O=S(=O)(c1ccccc1)N1CCN(C2CCN(Cc3ccccc3)CC2)CC1
52202,,,,,,,,,,,,,,0.0,,,,CID1014343,O=C(NC(=S)NCCC1=CCCCC1)c1ccccc1Br
52203,,,,,,,,,,,,,,0.0,,,,CID1014342,O=C(NC(=S)N1CCc2ccccc21)c1ccccc1Br
52204,,,,,,,,,,,,,,0.0,,,,CID2123970,COc1ccc(CC(=O)Nc2nc(-c3ccncc3)cs2)cc1
52205,,,,,,0.0,,,,,,,,,,,,CID845813,Cc1ccc2nc(CSc3nc(C)cc(C)c3C#N)[nH]c2c1
52206,,,,,,,,,,,,,,,0.0,,,CID569750,O=C(Nc1nonc1-c1ccc(Cl)cc1)c1ccccc1
52207,,0.0,,0.0,,,,0.0,,,,,,,,0.0,,CID653098,CCc1nc(N)c(C#N)c(-c2ccccc2OC)c1C
52208,0.0,,,,0.0,,,,,,,,,,,,0.0,CID653099,CC1CCCCN1C(=O)CSc1nc2ccccc2n1CC(=O)N1CCc2ccccc21
52209,,0.0,0.0,,,,0.0,,0.0,,,,,,0.0,0.0,,CID682177,COC(=O)c1cccc(NCN2C(=O)c3ccccc3C2=O)c1
52210,,,,,,,0.0,,0.0,,,,0.0,,,0.0,,CID653090,O=C1CCCC2=C1C(c1ccccc1O)C1=C(CCCC1=O)O2
52211,0.0,0.0,,0.0,,,0.0,0.0,,,,0.0,,,,0.0,0.0,CID653091,Cc1cccc(C)c1NC(=O)N1CCC(n2cnc3ccccc32)CC1
52212,,0.0,,,,0.0,,0.0,,,,,,,0.0,,,CID4342623,COc1nc(Nc2ccc3c(c2)OCO3)nc(OC)n1
52213,0.0,,,,,,,0.0,,,,0.0,,,,,0.0,CID653093,CCCCn1c(SCC(=O)N2CC(=O)Nc3ccccc32)nnc1-c1ccoc1C
52214,,,0.0,0.0,,,,0.0,,,0.0,,,,,,0.0,CID653094,CCOC(=O)CC(=O)CSc1nc2ccc(C)cc2cc1C#N
52215,,,,,,,,,,,,,,,0.0,,,CID653095,Cc1ccc(C(C(=O)NC2CCCC2)N(Cc2cccs2)C(=O)CNC(=O)c2cccs2)o1
52216,,0.0,,,0.0,,,,0.0,,,,,,,,,CID2155793,CCOC(=O)N1CCN(C(=O)CSc2nnc(-c3cccc(Cl)c3)o2)CC1
52217,0.0,,,,,,,,,,,,0.0,,,,,CID653097,COc1cc(C(=O)Nc2ccc3c(c2)OCCO3)c(-n2cnnn2)cc1OC
52218,0.0,,0.0,,,,,,,,,,,,,0.0,0.0,CID2919698,Cn1c(SCC(=O)N2CCOCC2)nnc1-c1ccc(NC(=O)c2ccccc2F)cc1
52219,,,,,,,,,,,,,,0.0,,0.0,,CID649431,COc1nc(-c2ccc(Cl)cc2)ccc1-c1noc(-c2ccco2)n1
52220,0.0,,0.0,,,,,,,,,,0.0,,,,,CID647145,Cc1cccn2c(=O)c3cc(C(=O)NCc4ccco4)c(=N)n(CCc4ccccc4)c3nc12
52221,0.0,,0.0,0.0,,,,,,,0.0,,,,,0.0,,CID647143,O=C(CSc1nnnn1C1CCCCC1)NCc1ccc2c(c1)OCO2
52222,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,,CID1249414,COC(=O)CSc1nnnn1-c1cccc2ccccc12
52223,,,,,,,,,,,,,,,,0.0,,CID647141,COCCn1c(N2CCN(c3ccc(OC)cc3)CC2)nc2c1c(=O)[nH]c(=O)n2C
52224,,,,,,,0.0,,,,,,,,,,0.0,CID647140,CC(=O)OC(C(=O)NCc1ccco1)c1ccncc1
52225,,,0.0,,,0.0,0.0,,,,,,,,,,,CID655805,O=C(NC1CCCCC1)C1CCN(c2cnccn2)CC1
52226,,,,0.0,,,,,0.0,0.0,,,0.0,0.0,,,0.0,CID655804,COc1ccc(C(=O)Nc2ccc(S(=O)(=O)Nc3onc(C)c3C)cc2)cc1
52227,,,,,0.0,,0.0,,,0.0,0.0,,,,,,0.0,CID655807,COc1ccccc1N(C(=O)CNS(=O)(=O)c1ccccc1)C(C(=O)NCc1ccco1)C(C)C
52228,,,,,,0.0,,,,,,,,,,,,CID2766162,COc1cccc(CN2C(=O)C3CCCN3c3ccc(S(=O)(=O)N4CCOCC4)cc32)c1
52229,,,,,0.0,,,0.0,,,0.0,,,,,,,CID655800,O=C(NC12CC3CC(CC(C3)C1)C2)N1CC2Cc3cccc(=O)n3C(C2)C1
52230,,0.0,0.0,,,,,,,,,,0.0,,,,,CID655803,Cc1ccn(CCSCC(=O)O)n1
52231,,,,0.0,,,,0.0,,,,,,,,0.0,,CID647148,O=C(O)CC(CC(=O)Nc1nncs1)c1ccccc1
52232,,,,,,,,,,,0.0,,,,,,,CID2964643,CCCCC1CCC(C(=O)Nc2ccc(S(=O)(=O)Nc3nccs3)cc2)CC1
52233,,,,,,,,,0.0,0.0,0.0,,,,,,,CID752303,NC(=O)C1CCN(C(=O)CSc2nc3ccccc3s2)CC1
52234,,,,,,0.0,0.0,0.0,0.0,,,,,,,,0.0,CID2998668,COC(=O)c1ccccc1NC(=O)COC(=O)c1ccc(C)c(NC(=O)c2ccco2)c1
52235,,,0.0,,,,,,0.0,0.0,,,0.0,,,,,CID2998669,O=C(OC1CCOC1=O)c1ccc2ccccc2n1
52236,,,,,,,,,,,,,0.0,,,0.0,,CID2998666,CC1Cc2ccccc2N1Cc1cc(=O)n2ccsc2n1
52237,,,0.0,,0.0,,,,,,,,0.0,,,,,CID649435,CC(C)(C)OC(=O)N1CCN(c2ccc(NC(=O)c3cc4ccccc4oc3=O)cc2)CC1
52238,,,,0.0,,0.0,,,,,,,,,,,0.0,CID2998664,N#C/C(=C1/CCCCCN1)c1nc2ccccc2s1
52239,,,,,,,,,,,0.0,,,,,,,CID2998665,O=C(CSc1nnc(-c2cccs2)n1CC1CCCO1)c1cc2ccccc2o1
52240,0.0,1.0,,1.0,,,0.0,,,0.0,,,0.0,,,,0.0,CID2998662,CC(OC(=O)c1ccncc1)C(=O)Nc1cccc(Cl)c1
52241,,,0.0,,,,,,,0.0,,0.0,,,,,,CID2998663,CSC1=C(C#N)C(c2cccs2)CC(=O)N1C
52242,,,,,,,,,,,0.0,,,,,,0.0,CID2998660,Cc1ccc(/C=c2\s/c(=C(/C#N)C(=O)N3CCCC3)n(Cc3ccco3)c2=O)s1
52243,,,,,0.0,,,,,,,,,,,,,CID2998661,FC(F)(F)c1cccc(-c2ccc(-c3csnn3)o2)c1
52244,,,,,,,,,0.0,,,,,,,,,CID1986813,COC(=O)C(Cc1ccccc1)NC(=O)NCCC1=CCCCC1
52245,,,,,0.0,,0.0,,,0.0,,,,,,0.0,,CID875861,Cc1ccc(SCC(=O)N2CCCC2)cc1
52246,,,,,0.0,,,,,,,,0.0,,,,,CID2610204,CC(C)Cn1c(N)c(C(=O)CSc2nnnn2-c2ccc(Cl)cc2)c(=O)n(C)c1=O
52247,,,,,,,,,,,0.0,,,,0.0,,,CID649436,CCN(C(=O)Cc1cccs1)c1nnc(-c2cc(OC)c(OC)c(OC)c2)s1
52248,,,,,,0.0,,,,0.0,,,,,0.0,,,CID2104726,CC(C)CCNC1=NCCCCC1
52249,,,,0.0,,,0.0,,,,0.0,0.0,0.0,,,0.0,0.0,CID2869173,Cc1nnc(Sc2nc3ccccc3o2)c2ccccc12
52250,,,,0.0,,,0.0,0.0,,,,0.0,,,,,,CID2104722,CCCCOCCCNC1=NCCCCC1
52251,,,,,,,,,,,0.0,,,,,,,CID2869174,CC(=O)N1c2ccccc2C(C)CC12CCCCC2
52252,,,,0.0,,,,,,,,0.0,,,,,0.0,CID1310685,O=c1nc(CN2CCN(C/C=C/c3ccccc3)CC2)[nH]c2ccccc12
52253,,,,0.0,,,,,,,,,,0.0,,,,CID3238138,Cc1ccc(CCNS(=O)(=O)c2cnc[nH]2)cc1
52254,0.0,0.0,,0.0,,0.0,,,,,,,,,,0.0,0.0,CID3238139,O=C(NCCN1CCCC1)C1(S(=O)(=O)c2ccc(Cl)cc2)CC1
52255,,,,,,0.0,0.0,,,,,,0.0,,,,,CID3243448,COc1ccc(C2N(c3cc(C)on3)C(=O)C3CCCN32)cc1OC
52256,,,,,,,,,,,,,,0.0,,,,CID16195471,COc1ccc(S(=O)(=O)N2CC=C(C(=O)Nc3ccc(NC(C)=O)cc3)CC2)cc1
52257,,,,,,,,,,,,,,0.0,,,,CID16195476,COc1ccc(CCNC(=O)C2CCC(CNS(=O)(=O)c3ccc(F)cc3)CC2)cc1OC
52258,,,,,,,,,0.0,,,,,,,,0.0,CID3243442,O=C(C1CC1c1ccccc1)N1CCN(c2cccc(Cl)c2)CC1
52259,,0.0,,,,,,,,,,0.0,,,,,,CID3238131,Cc1ccc(-n2c(=O)cc(NCc3cccnc3)[nH]c2=O)cc1
52260,,,,,,0.0,0.0,0.0,,,,,0.0,,,,0.0,CID3243440,Cc1nc2c(C(=O)N3CCCCC3)cnn2c(C)c1Cc1ccccc1F
52261,0.0,,0.0,0.0,,,,,,,,,0.0,,,,,CID3238133,CCOC(=O)N1CCC(Nc2c(-c3ccc(C)cc3)c(=O)c2=O)CC1
52262,,,,,,,,,,0.0,,,0.0,,,0.0,0.0,CID3243446,CC(C)(C)c1[nH]nc2c1C(c1cccc(OC(=O)N3CCOCC3)c1)C(C#N)=C(N)O2
52263,0.0,,,0.0,,,,,0.0,,,0.0,0.0,,,,,CID3238135,Cc1nc(C)c(C(=O)Nc2ccc(Oc3ccccc3)cc2)o1
52264,,,,0.0,,0.0,,,,,0.0,,,,,0.0,0.0,CID3238136,Cc1ccc(S(=O)(=O)NCc2ccc(C(=O)N(C)CCC#N)cc2)cc1
52265,,,0.0,,0.0,0.0,,,,,,,,,,0.0,0.0,CID3243445,CN1CCN(C(=O)c2ccc3c(=O)n(Cc4ccc(Cl)cc4)c(=S)[nH]c3c2)CC1
52266,,,,,,,,,,,,,,0.0,,,,CID680996,CC(=O)NS(=O)(=O)c1ccc(N2C(=O)c3ccccc3C2=O)cc1
52267,,,,,,,,,,0.0,0.0,0.0,,,0.0,,,CID864256,CCn1nnnc1SCC(=O)Nc1ccc(OC)cc1
52268,,0.0,,0.0,,,,0.0,,,0.0,,,,,,,CID5413567,CC/C(NO)=C1\C=CC(=O)C(OC)=C1
52269,,,,,,,,,,,,,0.0,,,,,CID1080508,Cc1c(Cl)cccc1Nc1nc(N)nc(CSc2ncccn2)n1
52270,,0.0,,,,,,,,0.0,,,,,,,0.0,CID649955,c1ccc(Cn2nnnc2CN2CCN(Cc3ccc4c(c3)OCO4)CC2)cc1
52271,,,,,,,,,,,,,,,0.0,,,CID902024,S=c1sc2ncccc2n1-c1ccccn1
52272,,,,,0.0,0.0,,,0.0,,,,,,,0.0,0.0,CID2530081,COc1ccccc1NC(=O)Cc1noc(CSc2nnc(C)s2)n1
52273,,,,,,,,,,,,0.0,,,,,,CID902029,Cn1cnc([N+](=O)[O-])c1Sc1ncccc1N
52274,0.0,,0.0,,,,0.0,,,0.0,,0.0,,,,,,CID2998088,CC(NS(=O)(=O)c1ccccc1)C(=O)Nc1nccs1
52275,,,,,,,,,0.0,0.0,,,,,,0.0,,CID2998089,Cc1ccc(-n2c(C)cc3c2CCCC3=O)cc1
52276,,,,,,0.0,,,,,0.0,,,,,,,CID2483020,Cc1nnc(SCC(=O)N2CC(=O)Nc3ccccc32)n1Cc1ccccc1
52277,,,,0.0,,,,0.0,,,0.0,,,,,,,CID2998082,CCC1(C)NC(=O)N(CC(=O)Nc2sc3c(c2C(N)=O)CCC3)C1=O
52278,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,0.0,,,,,CID2998083,Cc1cc(C)c(NC(=O)c2cc3c(nc4sccn43)s2)c(C)c1
